Device ID,Management IP,Device Name,Display Name,Device Type,Device Category,Requested Site,Interface Name,Interface Category,Interface Type,Interface IP,Interface IPs,Interface Status,VRF Name,Collection Status,Collection Error
448e0f69-7a00-4e31-ac81-45c2074739b5,10.128.81.17,10.128.81.17,10.128.81.17,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/448e0f69-7a00-4e31-ac81-45c2074739b5/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
44d81c9a-c60a-4ed6-acf4-d2aa64699809,10.46.9.11,10.46.9.11,10.46.9.11,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/44d81c9a-c60a-4ed6-acf4-d2aa64699809/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
4512e3ba-0c55-4c51-b354-b730fc076bc7,10.160.100.36,10.160.100.36,10.160.100.36,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/4512e3ba-0c55-4c51-b354-b730fc076bc7/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
4535618c-d3f7-6236-daef-068f2eb4d70c,10.200.8.4,AZCAE1-DMZ-FW1,AZCAE1-DMZ-FW1,Palo Alto Firewall,Firewall,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/4535618c-d3f7-6236-daef-068f2eb4d70c/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
45d212a2-4a7f-4e5c-8e4a-64b0f190da5f,10.186.189.2,BAS1-MDFA1-ASW1,BAS1-MDFA1-ASW1,Cisco IOS Switch,Switch,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/45d212a2-4a7f-4e5c-8e4a-64b0f190da5f/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
4616b459-947c-4f4f-b99a-1ac2d8f6612e,10.184.4.224,ASB2-MDFA1-ART1,ASB2-MDFA1-ART1,Cisco Router,Router,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/4616b459-947c-4f4f-b99a-1ac2d8f6612e/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
4643c155-cbf8-4382-81c0-6e131667b50d,10.92.1.4,ABL1-MDFA1-ASW3,ABL1-MDFA1-ASW3,Cisco IOS Switch,Switch,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/4643c155-cbf8-4382-81c0-6e131667b50d/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
4696f66a-7478-4543-9f0e-e184f141b642,10.92.9.24,10.92.9.24,10.92.9.24,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/4696f66a-7478-4543-9f0e-e184f141b642/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
47bc33d2-4b9b-4a9d-99df-18e822c375c9,10.184.4.137,ALX2-MDFA1-DSW1,ALX2-MDFA1-DSW1,Cisco IOS Switch,Switch,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/47bc33d2-4b9b-4a9d-99df-18e822c375c9/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
47d203af-e47f-4917-bd19-493e043eebab,10.186.113.222,AMR4-MDFA1-ART3,AMR4-MDFA1-ART3,Cisco Router,Router,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/47d203af-e47f-4917-bd19-493e043eebab/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
4869df89-53cc-4a02-a585-4ec200ee85d5,10.86.255.29,AMR5-MDFA1-ART2,AMR5-MDFA1-ART2,Cisco Router,Router,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/4869df89-53cc-4a02-a585-4ec200ee85d5/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
48967d17-967c-427b-9d51-72ac824c7aa2,10.254.20.238,ATL1-IDFE1-ASW1,ATL1-IDFE1-ASW1,Aruba Switch,Switch,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/48967d17-967c-427b-9d51-72ac824c7aa2/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
48c195c7-cdc4-4623-b7d7-627af76e0f17,10.184.4.136,ALX2-MDFA1-ART1,ALX2-MDFA1-ART1,Cisco Router,Router,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/48c195c7-cdc4-4623-b7d7-627af76e0f17/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
48d295d1-6018-48e4-8032-a863fcbbf9f4,10.50.224.80,ANA1-MDFA1-VRT1,ANA1-MDFA1-VRT1,Viptela vEdge,Other,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/48d295d1-6018-48e4-8032-a863fcbbf9f4/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
4927112d-a67f-46f1-8a23-cad8e1d2585b,10.254.198.94,ATL5-RDFL1-RSW1,ATL5-RDFL1-RSW1,Aruba Switch,Switch,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/4927112d-a67f-46f1-8a23-cad8e1d2585b/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
494c4bb2-9ffc-4c6c-a077-1f10c63c2b1d,10.128.107.22,10.128.107.22,10.128.107.22,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/494c4bb2-9ffc-4c6c-a077-1f10c63c2b1d/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
49551cf6-1e85-40b3-91e6-c6e0b66730e1,10.184.4.225,ASB2-MDFA1-ART2,ASB2-MDFA1-ART2,Cisco Router,Router,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/49551cf6-1e85-40b3-91e6-c6e0b66730e1/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
49d5ef9e-3061-4498-a12a-82c24a96da19,10.46.15.10,10.46.15.10,10.46.15.10,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/49d5ef9e-3061-4498-a12a-82c24a96da19/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
4a39ceb8-2d9f-4746-bc32-a1783689853a,10.184.7.6,BAY1-MDFA1-ART1,BAY1-MDFA1-ART1,Cisco Router,Router,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/4a39ceb8-2d9f-4746-bc32-a1783689853a/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
4b7f3fbe-f061-4020-80a1-cf96c87f3760,10.184.1.248,ABL1-MDFA1-ART1,ABL1-MDFA1-ART1,Cisco Router,Router,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/4b7f3fbe-f061-4020-80a1-cf96c87f3760/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
4d7e3ceb-5117-01b2-807e-0d45e3a908ef,10.189.38.6,ALX1-MDFA1-DSW1-2,ALX1-MDFA1-DSW1-2,Cisco Meraki Switch,Switch,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/4d7e3ceb-5117-01b2-807e-0d45e3a908ef/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
4d920134-ad67-4639-a253-64515b231938,10.46.15.35,10.46.15.35,10.46.15.35,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/4d920134-ad67-4639-a253-64515b231938/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
4e9a0d73-c15e-efad-4e06-fe33e0c39b31,10.189.38.103,ARL6-MDFA1-ASW1-3,ARL6-MDFA1-ASW1-3,Cisco Meraki Switch,Switch,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/4e9a0d73-c15e-efad-4e06-fe33e0c39b31/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
4ed6e075-ac15-4e48-9874-c089052ca91a,10.133.16.44,10.133.16.44,10.133.16.44,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/4ed6e075-ac15-4e48-9874-c089052ca91a/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
4f21f73f-956f-875c-5058-45d8a2c343d2,10.254.59.232,ATL3-MDFA1-AFW1,ATL3-MDFA1-AFW1,Palo Alto Firewall,Firewall,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/4f21f73f-956f-875c-5058-45d8a2c343d2/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
4f441274-b4bc-fa6f-4c97-17ef59d3c17f,10.168.88.68,AZeMH1-PAN-PRDFW1,AZeMH1-PAN-PRDFW1,Palo Alto Firewall,Firewall,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/4f441274-b4bc-fa6f-4c97-17ef59d3c17f/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
4fc9fc16-1e8f-4d6f-b00f-6a9fb4611ecf,10.92.2.240,ABL2-MDFA1-ASW1,ABL2-MDFA1-ASW1,Cisco IOS Switch,Switch,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/4fc9fc16-1e8f-4d6f-b00f-6a9fb4611ecf/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
500044b7-6ae6-4652-b380-8923ad41829c,10.128.65.17,10.128.65.17,10.128.65.17,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/500044b7-6ae6-4652-b380-8923ad41829c/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
503a8e76-bcba-4175-acfa-7ad2fb4bcedc,10.160.5.42,10.160.5.42,10.160.5.42,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/503a8e76-bcba-4175-acfa-7ad2fb4bcedc/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
50913533-83d2-4d99-aec9-12d86475b8e3,10.184.7.20,AUS17-MDFA1-DSW1,AUS17-MDFA1-DSW1,Cisco IOS Switch,Switch,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/50913533-83d2-4d99-aec9-12d86475b8e3/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
50df94c5-5652-4c68-a8b0-da6462e7eda0,10.184.163.126,AUS7-IDFA1-MSW1,AUS7-IDFA1-MSW1,Cisco IOS Switch,Switch,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/50df94c5-5652-4c68-a8b0-da6462e7eda0/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
50f2f6bb-bfd8-4952-99ff-8b0d26dea3ca,10.87.21.5,AUS4-IDFA1-DSW1,AUS4-IDFA1-DSW1,Cisco IOS Switch,Switch,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/50f2f6bb-bfd8-4952-99ff-8b0d26dea3ca/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
51464d6c-9688-484c-88ba-b535f481832a,10.133.12.44,10.133.12.44,10.133.12.44,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/51464d6c-9688-484c-88ba-b535f481832a/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
520d0a43-002b-48c2-9898-8a7f1e74631d,10.92.6.25,10.92.6.25,10.92.6.25,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/520d0a43-002b-48c2-9898-8a7f1e74631d/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
525e9d09-30a4-4e13-9ae6-b06b856a822e,10.254.198.117,ATL5-IDFC1-ASW1,ATL5-IDFC1-ASW1,Aruba Switch,Switch,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/525e9d09-30a4-4e13-9ae6-b06b856a822e/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
530ccdfe-e8c9-a21e-3b9a-dee30be42b92,10.166.126.206,ADC21-INTRAF-MRT1,ADC21-INTRAF-MRT1,Cisco Meraki Firewall,Firewall,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/530ccdfe-e8c9-a21e-3b9a-dee30be42b92/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
530e973f-b6f8-4f6b-8032-2ba65a74aa35,10.187.94.242,AUS4-USON-MDFA1-FW2,AUS4-USON-MDFA1-FW2,Palo Alto Firewall,Firewall,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/530e973f-b6f8-4f6b-8032-2ba65a74aa35/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
53382204-8223-460f-86ba-2ad643df4976,10.15.0.4,AZW1-PAN-FW1,AZW1-PAN-FW1,Palo Alto Firewall,Firewall,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/53382204-8223-460f-86ba-2ad643df4976/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
533d6bee-e799-e8f9-e73c-3af29e80d920,206.203.67.250,ASB2-MDFA1-ORT1,ASB2-MDFA1-ORT1,Cisco Meraki Firewall,Firewall,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/533d6bee-e799-e8f9-e73c-3af29e80d920/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
5371b675-44ca-4d33-82e3-9b4f4ff0221d,10.50.64.90,ATL5-MDFA1-ERT2,ATL5-MDFA1-ERT2,SilverPeak WAN Optimizer,Other,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/5371b675-44ca-4d33-82e3-9b4f4ff0221d/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
53c5aac4-1d5f-4f2a-ae47-9c4d8e9deca0,10.254.198.92,ATL5-RDFN1-RSW1,ATL5-RDFN1-RSW1,Aruba Switch,Switch,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/53c5aac4-1d5f-4f2a-ae47-9c4d8e9deca0/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
53e34c39-2635-4b5d-9133-aedd1b6f1d01,10.160.254.38,ABL1-MDFA1-DSW1,ABL1-MDFA1-DSW1,Cisco IOS Switch,Switch,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/53e34c39-2635-4b5d-9133-aedd1b6f1d01/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
544d206f-50dd-1d26-f3f7-48c9dd5919fa,10.15.4.69,3e93e53e-f181-4d8f-b66f-6aab45cd9b9d(rg-bosh-uw)(0434640a)(VirtualMachine),3e93e53e-f181-4d8f-b66f-6aab45cd9b9d(rg-bosh-uw)(0434640a)(VirtualMachine),Azure Virtual Machine,Virtual Machine,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/544d206f-50dd-1d26-f3f7-48c9dd5919fa/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
54531471-52a0-41f4-ad51-e129c00a2501,10.133.28.50,10.133.28.50,10.133.28.50,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/54531471-52a0-41f4-ad51-e129c00a2501/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
55b85feb-e7a6-438c-b494-96e5462fb9e0,10.45.214.197,10.45.214.197,10.45.214.197,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/55b85feb-e7a6-438c-b494-96e5462fb9e0/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
561ae9b6-7195-4397-b5e6-d2354ce9ba94,10.50.64.41,ATL1-MDFA1-ERT1,ATL1-MDFA1-ERT1,SilverPeak WAN Optimizer,Other,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/561ae9b6-7195-4397-b5e6-d2354ce9ba94/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
563e5fd2-28cf-4f16-8463-5a86eed7a0b8,10.35.190.42,ASB2-IDFA1-SSW2,ASB2-IDFA1-SSW2,Cisco Nexus Switch,Switch,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/563e5fd2-28cf-4f16-8463-5a86eed7a0b8/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
56592971-8802-4723-bef5-8fef0e19f701,10.254.20.2,ATL1-MDFA1-ART2,ATL1-MDFA1-ART2,Cisco Router,Router,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/56592971-8802-4723-bef5-8fef0e19f701/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
56a17ad8-1b65-43d1-b03a-77a72040647f,10.12.1.248,ADC21-R202-COR2,ADC21-R202-COR2,Cisco Nexus Switch,Switch,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/56a17ad8-1b65-43d1-b03a-77a72040647f/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
56a491ec-4397-4b57-80e5-56f4b0e906f3,10.87.14.254,AUS5-MDFA1-DSW1,AUS5-MDFA1-DSW1,Cisco IOS Switch,Switch,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/56a491ec-4397-4b57-80e5-56f4b0e906f3/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
56bfce01-6f7f-4247-949a-1873b341db82,10.136.24.42,10.136.24.42,10.136.24.42,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/56bfce01-6f7f-4247-949a-1873b341db82/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
57099208-8a2c-4d83-8992-b8c826828019,10.29.21.203,AZW1-USONAVS-LTM1,AZW1-USONAVS-LTM1,F5 Load Balancer,Other,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/57099208-8a2c-4d83-8992-b8c826828019/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
58e20820-f8d7-9c51-156c-5e9438fca271,10.190.241.37,ALB5-MDFA1-DSW1-2,ALB5-MDFA1-DSW1-2,Cisco Meraki Switch,Switch,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/58e20820-f8d7-9c51-156c-5e9438fca271/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
5940fdb3-fc72-401d-814a-4d4032d7e558,10.50.64.89,ATL5-MDFA1-ERT1,ATL5-MDFA1-ERT1,SilverPeak WAN Optimizer,Other,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/5940fdb3-fc72-401d-814a-4d4032d7e558/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
5957301b-3119-4c34-b3a8-13f6cbc78dd8,10.136.29.47,10.136.29.47,10.136.29.47,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/5957301b-3119-4c34-b3a8-13f6cbc78dd8/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
597f5d8e-cfdf-4c52-affb-63b7692c691b,10.186.129.7,ARL1-MDFA1-ASW3,ARL1-MDFA1-ASW3,Cisco IOS Switch,Switch,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/597f5d8e-cfdf-4c52-affb-63b7692c691b/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
5a2cfb87-b952-4fc2-9e76-1748aa71e702,10.86.34.6,ARL4-IDFA2-ASW1,ARL4-IDFA2-ASW1,Cisco IOS Switch,Switch,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/5a2cfb87-b952-4fc2-9e76-1748aa71e702/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
5a532226-eb15-4b3a-a271-66000fa7aa03,10.186.132.252,AUS9-MDFA1-ASW1,AUS9-MDFA1-ASW1,Cisco IOS Switch,Switch,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/5a532226-eb15-4b3a-a271-66000fa7aa03/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
5c148e93-0287-436d-adfc-4fe39fb0b790,10.46.15.41,10.46.15.41,10.46.15.41,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/5c148e93-0287-436d-adfc-4fe39fb0b790/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
5c3e29f7-c19b-4b2b-c19c-f5132d23eab1,10.184.240.115,AUS7-RCK1-AFW2,AUS7-RCK1-AFW2,Palo Alto Firewall,Firewall,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/5c3e29f7-c19b-4b2b-c19c-f5132d23eab1/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
5ca8ea9e-783a-48e3-9280-c94be004736b,10.187.95.49,ABL1-USON-MDFA1-FW1,ABL1-USON-MDFA1-FW1,Palo Alto Firewall,Firewall,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/5ca8ea9e-783a-48e3-9280-c94be004736b/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
5cd23f79-b763-452d-80cc-4dc461e4c607,10.254.35.2,ANC1-MDFA1-ART2,ANC1-MDFA1-ART2,Cisco Router,Router,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/5cd23f79-b763-452d-80cc-4dc461e4c607/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
5d984c7b-c01f-47b5-97c7-0ff348f25f7e,10.254.192.66,(none),10.254.192.66,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/5d984c7b-c01f-47b5-97c7-0ff348f25f7e/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
5dd25770-643f-4c9b-8be6-4edfe3b047ce,10.46.4.30,10.46.4.30,10.46.4.30,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/5dd25770-643f-4c9b-8be6-4edfe3b047ce/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
5e611d76-0a11-4682-9287-2299a40c24ca,10.184.1.221,AUS3-MDFA2-ART1,AUS3-MDFA2-ART1,Cisco Router,Router,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/5e611d76-0a11-4682-9287-2299a40c24ca/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
5e985be8-cbf0-4819-890a-a4cba08aa904,10.87.1.247,AUS3-IDFA1-ASW7,AUS3-IDFA1-ASW7,Cisco IOS Switch,Switch,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/5e985be8-cbf0-4819-890a-a4cba08aa904/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
